,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
17,19,inform_Sam,5,that thing happened,F,Sophia is a hipster,factH,Did Ben inform Sam that a particular thing happened?,5,M,Lisa,Raymond,C,0.92,3532,21
18,20,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Paul,NA,control,1.0,4232,21
19,21,prove,2,that thing happened,F,Josie doesn't have a passport,factL,Did Scott prove that a particular thing happened?,2,M,Jessica,Edward,C,0.08,3750,21
20,22,know,15,that thing happened,M,Tony really likes to party with his friends,factH,Does Rebecca know that a particular thing happened?,15,F,James,Brenda,NonProj,0.99,2366,21
21,23,think,18,that thing happened,F,Julian is German,factL,Does Kathleen think that a particular thing happened?,18,F,Michelle,Angela,NonProj,0.42,4667,21
22,24,pretend,9,that thing happened,F,Grace hates her sister,factL,Did Andrew pretend that a particular thing happened?,9,M,Donna,Andrew,NonProj,0.37,2135,21
23,25,annoyed,11,that thing happened,M,Danny loves cake,factH,Is Amanda annoyed that a particular thing happened?,11,F,George,Diane,NonProj,0.94,4029,21
24,26,confess,10,that thing happened,M,Zoe is a math major,factH,Did Tim confess that a particular thing happened?,10,M,Thomas,Gary,C,0.53,17083,21
25,27,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Sandra,NA,control,1.0,4749,21
0,2,reveal,1,that thing happened,M,Mary is a middle school student,factL,Did Patrick reveal that a particular thing happened?,1,M,James,Alexander,NonProj,1.0,22587,22
1,3,be_right_that,10,that thing happened,M,Zoe is a math major,factH,Is Tim right that a particular thing happened?,10,M,William,Justin,C,0.37,10057,22
2,4,announce,7,that thing happened,F,Isabella is from Argentina,factH,Did Kevin announce that a particular thing happened?,7,M,Nancy,Brian,C,0.89,8185,22
3,5,hear,15,that thing happened,M,Tony really likes to party with his friends,factH,Did Rebecca hear that a particular thing happened?,15,F,Robert,Julie,C,0.94,9313,22
4,6,say,3,that thing happened,M,Emma is in first grade,factL,Did Justin say that a particular thing happened?,3,M,Thomas,Edward,C,0.49,7736,22
5,7,control,control3,that thing happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Christopher,NA,control,1.0,13121,22
6,8,think,17,that thing happened,M,Owen lives in New Orleans,factL,Does Cynthia think that a particular thing happened?,17,F,Matthew,Amy,NonProj,0.39,9065,22
7,9,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Michelle,NA,control,1.0,7105,22
8,10,pretend,12,that thing happened,F,Frank has always wanted a pet,factH,Did Melissa pretend that a particular thing happened?,12,F,Margaret,Diane,NonProj,0.14,12762,22
9,11,control,control4,that thing happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Thomas,NA,control,1.0,6593,22
10,12,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Mark,NA,control,1.0,6249,22
11,13,admit,8,that thing happened,F,Emily never has any money,factL,Did Brian admit that a particular thing happened?,8,M,Sarah,Brandon,C,0.44,7257,22
12,14,confess,16,that thing happened,M,Josh is a 75-year old man,factL,Did Sharon confess that a particular thing happened?,16,F,Christopher,Amanda,C,0.78,4697,22
13,15,discover,9,that thing happened,M,Grace hates her sister,factL,Did Andrew discover that a particular thing happened?,9,M,Steven,Timothy,NonProj,0.83,7307,22
14,16,establish,5,that thing happened,F,Sophia is a hipster,factH,Did Ben establish that a particular thing happened?,5,M,Sandra,Tyler,NonProj,0.46,7665,22
15,17,demonstrate,4,that thing happened,M,Olivia works the third shift,factH,Did Jerry demonstrate that a particular thing happened?,4,M,David,Benjamin,C,0.64,6225,22
16,18,suggest,6,that thing happened,F,Mia is a college student,factH,Did Ray suggest that a particular thing happened?,6,M,Ashley,Raymond,C,0.26,5888,22
17,19,see,2,that thing happened,F,Josie doesn't have a passport,factL,Did Scott see that a particular thing happened?,2,M,Michelle,Ryan,NonProj,0.31,7434,22
18,20,know,20,that thing happened,M,Charley lives in Korea,factL,Does Anna know that a particular thing happened?,20,F,Mark,Anna,NonProj,1.0,9633,22
19,21,prove,14,that thing happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie prove that a particular thing happened?,14,F,Karen,Melissa,C,0.57,5553,22
20,22,acknowledge,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura acknowledge that a particular thing happened?,13,F,Linda,Cynthia,C,0.82,7953,22
21,23,inform_Sam,11,that thing happened,M,Danny is a diabetic,factL,Did Amanda inform Sam that a particular thing happened?,11,F,Kenneth,Rebecca,C,1.0,10927,22
22,24,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Kenneth,NA,control,1.0,4296,22
23,25,annoyed,18,that thing happened,F,Julian is Cuban,factH,Is Kathleen annoyed that a particular thing happened?,18,F,Betty,Sharon,NonProj,1.0,4385,22
24,26,confirm,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth confirm that a particular thing happened?,19,F,Jennifer,Heather,C,0.5,5305,22
25,27,control,control5,that thing happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,James,NA,control,1.0,4496,22
0,2,hear,7,that thing happened,F,Isabella is a vegetarian,factL,Did Kevin hear that a particular thing happened?,7,M,Jessica,Alexander,C,1.0,13073,23
1,3,announce,19,that thing happened,F,Jon lives 10 miles away from work,factL,Did Ruth announce that a particular thing happened?,19,F,Carol,Anna,C,0.66,12826,23
2,4,confirm,4,that thing happened,F,Olivia works the third shift,factH,Did Jerry confirm that a particular thing happened?,4,M,Margaret,Larry,C,0.08,10406,23
3,5,pretend,17,that thing happened,F,Owen lives in Chicago,factH,Did Cynthia pretend that a particular thing happened?,17,F,Donna,Melissa,NonProj,0.0,7984,23
4,6,establish,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura establish that a particular thing happened?,13,F,Lisa,Christina,NonProj,0.15,6872,23
5,7,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Jessica,NA,control,1.0,7251,23
6,8,be_right_that,11,that thing happened,M,Danny loves cake,factH,Is Amanda right that a particular thing happened?,11,F,Steven,Ruth,C,0.19,13523,23
7,9,know,8,that thing happened,M,Emily never has any money,factL,Does Brian know that a particular thing happened?,8,M,James,Justin,NonProj,0.91,7476,23
8,10,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Kimberly,NA,control,1.0,5240,23
9,11,control,control3,that thing happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Richard,NA,control,1.0,8768,23
10,12,confess,2,that thing happened,M,Josie loves France,factH,Did Scott confess that a particular thing happened?,2,M,William,Tyler,C,0.71,11284,23
11,13,control,control5,that thing happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,James,NA,control,1.0,7580,23
12,14,inform_Sam,15,that thing happened,M,Tony has been sober for 20 years,factL,Did Rebecca inform Sam that a particular thing happened?,15,F,Richard,Catherine,C,0.95,23925,23
13,15,acknowledge,9,that thing happened,F,Grace loves her sister,factH,Did Andrew acknowledge that a particular thing happened?,9,M,Jennifer,Eric,C,1.0,10658,23
14,16,suggest,14,that thing happened,F,Jayden's car is in the shop,factH,Did Stephanie suggest that a particular thing happened?,14,F,Elizabeth,Brenda,C,0.05,11879,23
15,17,annoyed,3,that thing happened,F,Emma is in first grade,factL,Is Justin annoyed that a particular thing happened?,3,M,Kimberly,Gregory,NonProj,0.98,5615,23
16,18,say,16,that thing happened,F,Josh is a 5-year old boy,factH,Did Sharon say that a particular thing happened?,16,F,Ashley,Heather,C,0.4,13938,23
17,19,think,12,that thing happened,M,Frank is allergic to cats,factL,Does Melissa think that a particular thing happened?,12,F,Kenneth,Rebecca,NonProj,0.16,8776,23
18,20,prove,1,that thing happened,M,Mary is a middle school student,factL,Did Patrick prove that a particular thing happened?,1,M,Paul,Patrick,C,0.47,10707,23
19,21,control,control1,that thing happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Paul,NA,control,1.0,7842,23
20,22,demonstrate,5,that thing happened,F,Sophia is a high end fashion model,factL,Did Ben demonstrate that a particular thing happened?,5,M,Sarah,Nicholas,C,0.49,8809,23
21,23,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,David,NA,control,1.0,10955,23
22,24,reveal,20,that thing happened,F,Charley lives in Mexico,factH,Did Anna reveal that a particular thing happened?,20,F,Sandra,Laura,NonProj,0.89,9985,23
23,25,admit,10,that thing happened,F,Zoe is 5 years old,factL,Did Tim admit that a particular thing happened?,10,M,Betty,Jerry,C,0.92,8788,23
24,26,discover,18,that thing happened,M,Julian is Cuban,factH,Did Kathleen discover that a particular thing happened?,18,F,Matthew,Diane,NonProj,0.94,7404,23
25,27,see,6,that thing happened,M,Mia is a nun,factL,Did Ray see that a particular thing happened?,6,M,David,Benjamin,NonProj,0.56,14317,23
0,2,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Elizabeth,NA,control,1.0,12414,24
1,3,prove,6,that thing happened,M,Mia is a nun,factL,Did Ray prove that a particular thing happened?,6,M,James,Brandon,C,0.51,4088,24
2,4,inform_Sam,9,that thing happened,F,Grace hates her sister,factL,Did Andrew inform Sam that a particular thing happened?,9,M,Jessica,Gary,C,0.49,8152,24
3,5,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Linda,NA,control,1.0,4368,24
4,6,be_right_that,14,that thing happened,F,Jayden doesn't have a driver's license,factL,Is Stephanie right that a particular thing happened?,14,F,Elizabeth,Rebecca,C,0.28,6136,24
5,7,acknowledge,5,that thing happened,M,Sophia is a hipster,factH,Did Ben acknowledge that a particular thing happened?,5,M,David,Jacob,C,0.51,2848,24
6,8,say,20,that thing happened,F,Charley lives in Korea,factL,Did Anna say that a particular thing happened?,20,F,Lisa,Cynthia,C,0.29,3864,24
7,9,reveal,19,that thing happened,F,Jon lives 10 miles away from work,factL,Did Ruth reveal that a particular thing happened?,19,F,Linda,Amy,NonProj,0.49,27776,24
8,10,control,control4,that thing happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,James,NA,control,1.0,2408,24
9,11,confirm,10,that thing happened,F,Zoe is 5 years old,factL,Did Tim confirm that a particular thing happened?,10,M,Susan,Ronald,C,0.64,3408,24
10,12,establish,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura establish that a particular thing happened?,13,F,Betty,Joyce,NonProj,0.5,2305,24
11,13,hear,18,that thing happened,M,Julian is Cuban,factH,Did Kathleen hear that a particular thing happened?,18,F,Paul,Sharon,C,0.88,3551,24
12,14,think,17,that thing happened,M,Owen lives in Chicago,factH,Does Cynthia think that a particular thing happened?,17,F,William,Shirley,NonProj,0.49,2840,24
13,15,demonstrate,12,that thing happened,M,Frank has always wanted a pet,factH,Did Melissa demonstrate that a particular thing happened?,12,F,Richard,Kathleen,C,0.49,4321,24
14,16,know,15,that thing happened,M,Tony has been sober for 20 years,factL,Does Rebecca know that a particular thing happened?,15,F,George,Heather,NonProj,0.94,2447,24
